"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
2088,,015411,SHELBY RIDGE NURSING HOME,881 3RD STREET NORTHEAST,ALABASTER,AL,35007,0.22341,,0.18676,,54.11483,,63.19873,,63.19873,,1.0099347477,
7275,,015413,LIGHTHOUSE REHABILITATION & HEALTHCARE CENTER,2911 EARL GOODWIN PARKWAY,SELMA,AL,36703,0.19947,,0.23225,,0.00000,,0.00000,,0.00000,,0.9802538758,
2208,,015416,ANDALUSIA MANOR,670 MOORE RD,ANDALUSIA,AL,36420,0.20334,,0.18357,,61.74641,,53.71696,,61.74641,,1.0089796972,
4481,,015417,CROWNE HEALTHCARE OF NORTH BALDWIN,2010 MEDICAL CENTER DRIVE,BAY MINETTE,AL,36507,0.23096,,0.20601,,8.06220,,35.70811,,35.70811,,0.9873294893,
5213,,015419,HARTFORD HEALTH CARE,217 TORO ROAD,HARTFORD,AL,36344,0.20443,,0.19778,,27.75120,,14.13119,,27.75120,,0.9836998647,
6101,,015420,CUMBERLAND HEALTH AND REHAB,47065 AL HIGHWAY 277,BRIDGEPORT,AL,35740,0.19690,,0.20171,,18.34928,,0.00000,,18.34928,,0.9815363184,
2045,,015422,TLC NURSING CENTER,212 ELLEN STREET,ONEONTA,AL,35121,0.22640,,0.18733,,52.75120,,63.87009,,63.87009,,1.0103502493,
7275,,015423,BROOKDALE UNIVERSITY PARK SNF (AL),501 UNIVERSITY PARK DRIVE,BIRMINGHAM,AL,35209,0.20380,,0.21091,,0.00000,,0.00000,,0.00000,,0.9802538758,
2557,,015425,WESTSIDE TERRACE HEALTH & REHABILITATION CENTER,501 NORTH WOODBURN DRIVE,DOTHAN,AL,36303,0.16956,,0.18546,,57.22488,,0.00000,,57.22488,,1.0055343657,
4136,,015426,CROWNE HEALTH CARE OF SPRINGHILL,3712 DAUPHIN ST,MOBILE,AL,36608,0.23380,,0.20539,,9.54545,,39.30064,,39.30064,,0.9896885114,
627,,015429,KENSINGTON HEALTH AND REHABILITATION,550 CONGRESS STREET,MOBILE,AL,36603,0.23130,,0.17107,,91.65072,,90.00000,,91.65072,,1.0173523614,
7275,,015431,"VALLEY VIEW HEALTH AND REHABILITATION, LLC",5968 WALL TRIANA HIGHWAY,MADISON,AL,35757,0.19986,,0.24328,,0.00000,,0.00000,,0.00000,,0.9802538758,
2727,,015433,ST MARTIN'S IN THE PINES,4941 MONTEVALLO ROAD,BIRMINGHAM,AL,35210,0.23802,,0.19700,,29.61722,,55.01463,,55.01463,,1.0036244100,
3339,,015434,LYNWOOD NURSING HOME,4164 HALLS MILL ROAD,MOBILE,AL,36693,0.20029,,0.18923,,48.20574,,31.12018,,48.20574,,0.9972692315,
3250,,015435,SPRINGHILL SENIOR RESIDENCE,3717 DAUPHIN STREET,MOBILE,AL,36608,0.23345,,0.19892,,25.02392,,49.13923,,49.13923,,0.9981504226,
6878,,015436,HILLVIEW TERRACE,100 PERRY HILL RD,MONTGOMERY,AL,36109,0.21042,,0.20564,,8.94737,,6.73006,,8.94737,,0.9806151994,
7275,,015437,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T",401 ARNOLD STREET N.E.,CULLMAN,AL,35055,0.19275,,0.23761,,0.00000,,0.00000,,0.00000,,0.9802538758,
4927,,015443,ROBERTSDALE REHABILITATION & HEALTHCARE CTR,18700 U S HIGHWAY 90,ROBERTSDALE,AL,36567,0.23827,,0.21386,,0.00000,,30.58309,,30.58309,,0.9847590812,
2637,,015445,CHERRY HILL REHABILITATION & HEALTHCARE CENTER,1250 JEFF GERMANY PARKWAY,BIRMINGHAM,AL,35214,0.24229,,0.19785,,27.58373,,56.19526,,56.19526,,1.0046602548,
7275,,015446,GREENBRIAR AT THE ALTAMONT SKILLED NURSING FACILIT,2831 HIGHLAND AVENUE SOUTH,BIRMINGHAM,AL,35205,0.20351,,0.21820,,0.00000,,0.00000,,0.00000,,0.9802538758,
6701,,015447,MONTROSE BAY HEALTH AND REHAB,22670 MAIN STREET,FAIRHOPE,AL,36532,0.18425,,0.20459,,11.45933,,0.00000,,11.45933,,0.9807872310,
6076,,015448,SOUTH HAMPTON NURSING & REHABILITATION CENTER,213 WILSON MANN ROAD,OWENS CROSS ROADS,AL,35763,0.21088,,0.20160,,18.61244,,17.51881,,18.61244,,0.9815755832,
7275,,015450,WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE,ONE CROWN CIRCLE,HUNTSVILLE,AL,35802,0.19505,,0.21574,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015451,FLORALA HEALTH AND REHABILITATION LLC,23621 GOLDENROD AVENUE,FLORALA,AL,36442,0.18528,,0.20890,,0.00000,,0.00000,,0.00000,,0.9802538758,
5822,,015453,"COLUMBIANA HEALTH AND REHABILITATION, LLC",22969 HIGHWAY 25,COLUMBIANA,AL,35051,0.17455,,0.20045,,21.36364,,0.00000,,21.36364,,0.9820476178,
548,,015454,FAIRVIEW AT REDSTONE VILLAGE,12000 TURNMEYER DRIVE,HUNTSVILLE,AL,35803,0.19085,,0.16996,,94.30622,,90.00000,,94.30622,,1.0174860418,
3938,,015455,ELITE NURSING AND REHABILITATION CARE CENTER,300 ROYAL TOWER DRIVE,BIRMINGHAM,AL,35209,0.19514,,0.19205,,41.45933,,7.13192,,41.45933,,0.9913258688,
7275,,015456,"GULF COAST HEALTH AND REHABILITATION, LLC",8002 GRELOT ROAD,MOBILE,AL,36695,0.22665,,0.25712,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015457,KIRKWOOD BY THE RIVER,3605 RATLIFF ROAD,BIRMINGHAM,AL,35210,0.17825,,0.24346,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015458,AHC MILLENIUM,5275 MILLENNIUM DRIVE,HUNTSVILLE,AL,35806,0.18752,,0.23781,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,65 CHARLTON PLACE,DEATSVILLE,AL,36022,0.16385,,0.21366,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015461,LEGACY HEALTH AND REHABILITATION OF PLEASANT GROVE,30 7TH STREET,PLEASANT GROVE,AL,35127,0.22119,,0.22138,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015463,KNOLLWOOD HEALTHCARE,3151-A KNOLLWOOD DRIVE,MOBILE,AL,36693,0.18745,,0.21485,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",575 SOUTHLAND DRIVE,HOOVER,AL,35226,0.18043,,0.22538,,0.00000,,0.00000,,0.00000,,0.9802538758,
1776,,015465,ASPIRE PHYSICAL RECOVERY CENTER OF WEST ALABAMA,2400 HOSPITAL DRIVE,NORTHPORT,AL,35476,0.22366,,0.18457,,59.35407,,67.40230,,67.40230,,1.0122697026,
7275,,015467,TRUSSVILLE HEALTH & REHABILITATION CENTER,119 WATTERSON PARKWAY,TRUSSVILLE,AL,35173,0.19593,,0.22183,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,015468,ASPIRE PHYSICAL RECOVERY CENTER AT CAHABA RIVER,3070 HEALTHY WAY,VESTAVIA,AL,35243,0.20814,,0.22062,,0.00000,,0.00000,,0.00000,,0.9802538758,
4905,,020006,MAT - SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,0.16894,,0.19649,,30.83732,,0.00000,,30.83732,,0.9848659031,
3433,,020024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,0.18783,,0.18956,,47.41627,,0.00000,,47.41627,,0.9965295592,
1,,025018,PROVIDENCE TRANSITIONAL CARE CENTER,910 COMPASSION CIRCLE,ANCHORAGE,AK,99504,0.13634,,0.16161,,100.00000,,0.00000,,100.00000,,1.0176785153,
1,,025020,DENALI CENTER,1510 19TH AVENUE,FAIRBANKS,AK,99701,0.17017,,0.16007,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,025025,PRESTIGE CARE & REHAB CENTER OF ANCHORAGE,9100 CENTENNIAL DRIVE,ANCHORAGE,AK,99504,0.17818,,0.16382,,100.00000,,90.00000,,100.00000,,1.0176785153,
1,,025038,MAPLE SPRINGS OF WASILLA,3265 E MERIDIAN LOOP,WASILLA,AK,99654,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.16717,,100.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",100.00000,,1.0176785153,
619,,025039,MAPLE SPRINGS OF PALMER,12130 EAST MAPLE SPRINGS WAY,PALMER,AK,99645,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.17090,,92.05742,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",92.05742,,1.0173751383,
4200,,035003,THE TERRACES OF PHOENIX,7550 NORTH 16TH STREET,PHOENIX,AZ,85020,0.17086,,0.19321,,38.68421,,0.00000,,38.68421,,0.9892505654,
1336,,035014,DESERT TERRACE HEALTHCARE CENTER,2509 NORTH 24TH STREET,PHOENIX,AZ,85008,0.19294,,0.17811,,74.80861,,58.73012,,74.80861,,1.0150035996,
4462,,035016,HANDMAKER HOME FOR THE AGING,2221 NORTH ROSEMONT BOULEVARD,TUCSON,AZ,85712,0.22605,,0.20295,,15.38278,,35.97198,,35.97198,,0.9874867863,
7275,,035059,HAVEN OF SCOTTSDALE,3293 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,AZ,85251,0.22755,,0.24827,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035064,FOOTHILLS REHABILITATION CENTER,2250 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,0.21520,,0.22265,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035068,PUEBLO SPRINGS REHABILITATION CENTER,5545 EAST LEE STREET,TUCSON,AZ,85712,0.19707,,0.21600,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035070,CASAS ADOBES POST ACUTE REHAB CENTER,1919 WEST MEDICAL STREET,TUCSON,AZ,85704,0.19812,,0.21580,,0.00000,,0.00000,,0.00000,,0.9802538758,
2184,,035071,MISSION PALMS POST ACUTE,6461 EAST BAYWOOD AVENUE,MESA,AZ,85206,0.16168,,0.18347,,61.98565,,0.00000,,61.98565,,1.0091422956,
3981,,035072,PHOENIX MOUNTAIN POST ACUTE,13232 NORTH TATUM BLVD,PHOENIX,AZ,85032,0.20683,,0.19221,,41.07656,,34.34338,,41.07656,,0.9910241522,
6379,,035073,"HAVEN HEALTH GREEN VALLEY, LLC",150 NORTH LA CANADA DRIVE,GREEN VALLEY,AZ,85614,0.18701,,0.20307,,15.09569,,0.00000,,15.09569,,0.9811222574,
2099,,035074,FRIENDSHIP VILLAGE OF TEMPE,2525 EAST SOUTHERN AVENUE,TEMPE,AZ,85282,0.17262,,0.18305,,62.99043,,0.00000,,62.99043,,1.0098024888,
7275,,035076,OSBORN HEALTH AND REHABILITATION,3333 NORTH CIVIC CENTER PLAZA,SCOTTSDALE,AZ,85251,0.20626,,0.25821,,0.00000,,0.00000,,0.00000,,0.9802538758,
2890,,035083,HERITAGE COURT POST ACUTE OF SCOTTSDALE,3339 NORTH DRINKWATER BOULEVARD,SCOTTSDALE,AZ,85251,0.18620,,0.18716,,53.15789,,0.00000,,53.15789,,1.0019362130,
806,,035085,HAVEN OF SAGUARO VALLEY,6651 EAST CARONDELET DRIVE,TUCSON,AZ,85710,0.19820,,0.17337,,86.14833,,82.03120,,86.14833,,1.0169379686,
1401,,035086,"HAVEN OF SIERRA VISTA, LLC",660 SOUTH CORONADO DRIVE,SIERRA VISTA,AZ,85635,0.20524,,0.17859,,73.66029,,69.92269,,73.66029,,1.0146777879,
6979,,035088,CAMELBACK POST ACUTE CARE AND REHABILITATION,4635 NORTH 14TH STREET,PHOENIX,AZ,85014,0.18815,,0.20622,,7.55981,,0.00000,,7.55981,,0.9805366220,
7275,,035091,HAVEN OF FLAGSTAFF,800 WEST UNIVERSITY AVENUE,FLAGSTAFF,AZ,86001,0.17342,,0.21912,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035092,BELLA VITA HEALTH AND REHABILITATION CENTER,5125 NORTH 58TH AVENUE,GLENDALE,AZ,85301,0.20314,,0.26685,,0.00000,,0.00000,,0.00000,,0.9802538758,
1922,,035093,HAVEN OF COTTONWOOD,197 SOUTH WILLARD STREET,COTTONWOOD,AZ,86326,0.16009,,0.18205,,65.38278,,0.00000,,65.38278,,1.0112264852,
3246,,035094,HAVEN OF SEDONA,505 JACKS CANYON ROAD,SEDONA,AZ,86351,0.20320,,0.18883,,49.16268,,37.85714,,49.16268,,0.9981726204,
7275,,035095,DESERT COVE NURSING CENTER,1750 WEST FRYE ROAD,CHANDLER,AZ,85224,0.20444,,0.20874,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035096,"HAVEN OF SANDPOINTE, LLC",2222 SOUTH AVENUE A,YUMA,AZ,85364,0.20251,,0.25627,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035097,THE LEGACY REHAB & CARE CENTER,2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,0.20182,,0.21125,,0.00000,,0.00000,,0.00000,,0.9802538758,
3308,,035099,SANDSTONE OF TUCSON REHAB CENTRE,2900 EAST MILBER STREET,TUCSON,AZ,85714,0.17077,,0.18908,,48.56459,,0.00000,,48.56459,,0.9976073146,
7275,,035100,HAVASU NURSING CENTER,3576 KEARSAGE DRIVE,LAKE HAVASU CITY,AZ,86406,0.23760,,0.24075,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035101,CHANDLER POST ACUTE AND REHABILITATION,2121 WEST ELGIN STREET,CHANDLER,AZ,85224,0.18632,,0.21619,,0.00000,,0.00000,,0.00000,,0.9802538758,
1661,,035103,CITADEL POST ACUTE,5121 EAST BROADWAY ROAD,MESA,AZ,85206,0.17701,,0.18038,,69.37799,,0.00000,,69.37799,,1.0131570878,
7275,,035105,SHEA POST ACUTE REHABILITATION CENTER,11150 NORTH 92ND STREET,SCOTTSDALE,AZ,85260,0.21736,,0.21581,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035106,TEMPE POST ACUTE,6100 SOUTH RURAL ROAD,TEMPE,AZ,85283,0.19405,,0.22437,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035107,HAVEN OF PHOENIX,4202 NORTH 20TH AVENUE,PHOENIX,AZ,85015,0.16431,,0.20876,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035110,SUN WEST CHOICE HEALTHCARE & REHAB,14002 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375,0.21026,,0.22592,,0.00000,,0.00000,,0.00000,,0.9802538758,
2043,,035111,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382,0.23302,,0.18937,,47.87081,,63.90292,,63.90292,,1.0103701462,
1,,035112,APACHE JUNCTION HLTH CENTER,2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120,0.19232,,0.16370,,100.00000,,90.00000,,100.00000,,1.0176785153,
3276,,035114,MOUNTAIN VIEW MANOR,1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18894,,48.89952,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",48.89952,,0.9979236516,
7275,,035116,THE REHABILITATION CENTER AT THE PALAZZO,6246 NORTH 19TH AVENUE,PHOENIX,AZ,85015,0.21239,,0.22205,,0.00000,,0.00000,,0.00000,,0.9802538758,
3026,,035117,PAYSON CARE CENTER,107 EAST LONE PINE DRIVE,PAYSON,AZ,85541,0.19678,,0.18782,,51.57895,,28.05053,,51.57895,,1.0004604262,
7275,,035118,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322,0.19547,,0.21030,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035120,MI CASA NURSING CENTER,330 SOUTH PINNULE CIRCLE,MESA,AZ,85206,0.18846,,0.22073,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035121,BOSWELL TRANSITIONAL CARE OF CASCADIA,10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351,0.20301,,0.21852,,0.00000,,0.00000,,0.00000,,0.9802538758,
2835,,035125,RIDGECREST POST ACUTE,16640 NORTH 38TH STREET,PHOENIX,AZ,85032,0.17563,,0.18690,,53.77990,,0.00000,,53.77990,,1.0025086342,
7275,,035126,LIFE CARE CENTER OF NORTH GLENDALE,13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304,0.18190,,0.21425,,0.00000,,0.00000,,0.00000,,0.9802538758,
3792,,035127,"HAVEN HEALTH PRESCOTT, LLC",864 DOUGHERTY STREET,PRESCOTT,AZ,86305,0.18563,,0.19134,,43.15789,,0.00000,,43.15789,,0.9927195691,
7148,,035130,ARCHSTONE CARE CENTER,1980 WEST PECOS ROAD,CHANDLER,AZ,85224,0.19997,,0.20717,,5.28708,,0.00000,,5.28708,,0.9804287616,
7275,,035131,GRANITE CREEK HEALTH & REHABILITATION CENTER,1045 SCOTT DRIVE,PRESCOTT,AZ,86301,0.19847,,0.26763,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035132,CORONADO HEALTHCARE CENTER,11411 NORTH 19TH AVE,PHOENIX,AZ,85029,0.19072,,0.24157,,0.00000,,0.00000,,0.00000,,0.9802538758,
2907,,035133,LIFE CARE CENTER OF YUMA,2450 SOUTH 19TH AVENUE,YUMA,AZ,85364,0.24019,,0.19927,,24.18660,,53.02609,,53.02609,,1.0018141665,
3233,,035134,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,807 WEST LONGHORN ROAD,PAYSON,AZ,85541,0.19028,,0.18878,,49.28230,,2.27802,,49.28230,,0.9982858856,
3922,,035135,MONTECITO POST ACUTE CARE AND REHABILITATION,51 SOUTH 48TH STREET,MESA,AZ,85206,0.22268,,0.19798,,27.27273,,41.59498,,41.59498,,0.9914339253,
7275,,035136,LIFE CARE CENTER OF SIERRA VISTA,2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635,0.20609,,0.21720,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035139,HAVEN OF SHOW LOW,2401 EAST HUNT STREET,SHOW LOW,AZ,85901,0.17681,,0.24355,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,035140,LIFE CARE CENTER OF TUCSON,6211 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,0.19528,,0.21279,,0.00000,,0.00000,,0.00000,,0.9802538758,
2362,,035141,HERITAGE HEALTH CARE CENTER,1300 SOUTH STREET,GLOBE,AZ,85501,0.17636,,0.18442,,59.71292,,0.00000,,59.71292,,1.0075152820,
3171,,035143,LIFE CARE CENTER OF SCOTTSDALE,9494 EAST BECKER LANE,SCOTTSDALE,AZ,85260,0.22397,,0.19402,,36.74641,,50.15654,,50.15654,,0.9991146410,
2794,,035144,PEORIA POST ACUTE AND REHABILITATION,13215 NORTH 94TH DRIVE,PEORIA,AZ,85381,0.21781,,0.18924,,48.18182,,54.34774,,54.34774,,1.0030254575,
4081,,035145,DEVON GABLES REHABILITATION CENTER,6150 EAST GRANT ROAD,TUCSON,AZ,85712,0.20254,,0.19269,,39.92823,,24.96653,,39.92823,,0.9901481543,
5016,,035146,LIFE CARE CENTER OF PARADISE VALLEY,4065 EAST BELL ROAD,PHOENIX,AZ,85032,0.19330,,0.19699,,29.64115,,0.00000,,29.64115,,0.9843806757,
816,,035151,SABINO CANYON REHABILITATION & CARE CENTER,5830 EAST PIMA STREET,TUCSON,AZ,85712,0.18629,,0.17347,,85.90909,,72.13598,,85.90909,,1.0169145372,
7275,,035152,YUMA NURSING CENTER,1850 WEST 25TH STREET,YUMA,AZ,85364,0.19618,,0.21154,,0.00000,,0.00000,,0.00000,,0.9802538758,
4850,,035154,PROVIDENCE PLACE AT GLENCROFT,8641 NORTH 67TH AVE,GLENDALE,AZ,85302,0.21074,,0.19626,,31.38756,,30.25688,,31.38756,,0.9851041112,
3448,,035158,GOOD SAMARITAN SOCIETY - PRESCOTT VILLAGE,1030 SCOTT DRIVE,PRESCOTT,AZ,86301,0.18572,,0.18964,,47.22488,,0.00000,,47.22488,,0.9963512825,
5797,,035159,HORIZON POST ACUTE AND REHABILITATION CENTER,4704 WEST DIANA AVENUE,GLENDALE,AZ,85302,0.22567,,0.21072,,0.00000,,21.69643,,21.69643,,0.9821130472,
6923,,035164,DESERT BLOSSOM HEALTH & REHAB CENTER,60 SOUTH 58TH STREET,MESA,AZ,85206,0.16696,,0.20592,,8.27751,,0.00000,,8.27751,,0.9805759448,
1,,035165,HAVEN OF TUCSON,3705 NORTH SWAN ROAD,TUCSON,AZ,85718,0.15952,,0.16817,,100.00000,,0.00000,,100.00000,,1.0176785153,
3278,,035166,ESTRELLA HEALTH AND REHABILITATION CENTER,350 EAST LA CANADA,AVONDALE,AZ,85323,0.18286,,0.18895,,48.87560,,0.00000,,48.87560,,0.9979010380,
3203,,035169,DESERT HIGHLANDS CARE CENTER,1081 KATHLEEN AVE,KINGMAN,AZ,86401,0.16081,,0.18860,,49.71292,,0.00000,,49.71292,,0.9986939735,
1,,035171,ALTA MESA HEALTH AND REHABILITATION,5848 EAST UNIVERSITY DRIVE,MESA,AZ,85205,0.19003,,0.16443,,100.00000,,90.00000,,100.00000,,1.0176785153,
5736,,035172,HAVEN OF SAFFORD,1933 PEPPERTREE DRIVE,SAFFORD,AZ,85546,0.15869,,0.20009,,22.22488,,0.00000,,22.22488,,0.9822210004,
7275,,035173,CHRISTIAN CARE NURSING CENTER,11812 NORTH 19TH AVE,PHOENIX,AZ,85029,0.19115,,0.21605,,0.00000,,0.00000,,0.00000,,0.9802538758,
7096,,035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719,0.20257,,0.20688,,5.98086,,0.00000,,5.98086,,0.9804591915,
567,,035176,BEATITUDES CAMPUS,1712 WEST GLENDALE AVENUE,PHOENIX,AZ,85021,0.19649,,0.17028,,93.54067,,90.00000,,93.54067,,1.0174509802,
2496,,035183,RIO VISTA POST ACUTE AND REHABILITATION,10323 WEST OLIVE AVENUE,PEORIA,AZ,85345,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.18507,,58.15789,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",58.15789,,1.0063001097,
3142,,035189,LA CANADA CARE CENTER,7970 NORTH LA CANADA DRIVE,TUCSON,AZ,85704,0.21318,,0.18905,,48.63636,,50.45852,,50.45852,,0.9994009384,
5090,,035190,CATALINA POST ACUTE AND REHABILITATION,2611 NORTH WARREN AVENUE,TUCSON,AZ,85719,0.20077,,0.19724,,29.04306,,6.35048,,29.04306,,0.9841542055,
7275,,035193,ALLEGIANT HEALTHCARE OF MESA,3130 EAST BROADWAY ROAD,MESA,AZ,85204,0.20710,,0.21698,,0.00000,,0.00000,,0.00000,,0.9802538758,
5515,,035196,MESA CHRISTIAN HEALTH AND REHABILITATION CENTER,255 WEST BROWN ROAD,MESA,AZ,85201,0.17224,,0.19909,,24.61722,,0.00000,,24.61722,,0.9827773314,
6483,,035197,HAVEN OF YUMA,2470 SOUTH ARIZONA AVENUE,YUMA,AZ,85364,0.24993,,0.23463,,0.00000,,14.06305,,14.06305,,0.9810150979,
5274,,035207,SPRINGDALE VILLAGE HEALTHCARE,7255 EAST BROADWAY ROAD,MESA,AZ,85208,0.17925,,0.19803,,27.15311,,0.00000,,27.15311,,0.9835049141,
4688,,035216,CARING HOUSE,510 SOUTH OCOTILLO ROAD,SACATON,AZ,85147,0.20608,,0.19545,,33.32536,,24.19528,,33.32536,,0.9860222445,
7275,,035225,SUN CITY HEALTH AND REHABILITATION CENTER,9940 WEST UNION HILLS DRIVE,SUN CITY,AZ,85373,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21587,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
7275,,035231,SIERRA WINDS,17300 NORTH 88TH AVE,PEORIA,AZ,85382,0.20733,,0.21495,,0.00000,,0.00000,,0.00000,,0.9802538758,
6959,,035232,MOUNTAIN VIEW CARE CENTER,1313 WEST MAGEE ROAD,TUCSON,AZ,85704,0.21946,,0.21308,,0.00000,,7.81382,,7.81382,,0.9805502270,
1,,035233,HAVEN OF GLOBE,1100 MONROE STREET,GLOBE,AZ,85501,0.18275,,0.16773,,100.00000,,90.00000,,100.00000,,1.0176785153,
5776,,035240,HAVEN OF LAKE HAVASU,2781 OSBORNE DRIVE,LAKE HAVASU CITY,AZ,86406,0.21442,,0.20237,,16.77033,,21.92737,,21.92737,,0.9821596032,
6693,,035241,SOUTH MOUNTAIN POST ACUTE,8008 S. JESSE OWENS PARKWAY,PHOENIX,AZ,85042,0.18965,,0.20457,,11.50718,,0.00000,,11.50718,,0.9807909282,
2905,,035244,GOOD SAMARITAN SOCIETY - PRESCOTT VALLEY,3380 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,0.21939,,0.19053,,45.09569,,53.04505,,53.04505,,1.0018317385,
3798,,035249,THE GARDENS REHAB & CARE CENTER,3131 WESTERN AVENUE,KINGMAN,AZ,86401,0.20104,,0.19136,,43.11005,,25.85751,,43.11005,,0.9926791550,
6150,,035251,NORTH CHANDLER PLACE - A CONTINUUM OF CARE COMMUN,2555 NORTH PRICE ROAD,CHANDLER,AZ,85224,0.21264,,0.20286,,15.59809,,17.76007,,17.76007,,0.9814517765,
911,,035253,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,TUCSON,AZ,85718,0.21587,,0.17489,,82.51196,,83.70130,,83.70130,,1.0166714376,
3805,,035255,PALM VALLEY POST ACUTE,13575 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,0.20052,,0.19140,,43.01435,,24.56240,,43.01435,,0.9925985026,
6631,,035256,FREEDOM PLAZA CARE CENTER,13714 NORTH PLAZA DEL RIO BLVD,PEORIA,AZ,85381,0.16967,,0.20421,,12.36842,,0.00000,,12.36842,,0.9808604518,
4883,,035257,THE PEAKS HEALTH & REHABILITATION,3150 NORTH WINDING BROOK ROAD,FLAGSTAFF,AZ,86001,0.17557,,0.19639,,31.07656,,0.00000,,31.07656,,0.9849682874,
